date,triplet
15-12-2022,"{""head"": ""Tesla (TSLA)"", ""relation"": ""Zacks Rank"", ""tail"": ""#3 (Hold)""}"
16-12-2022,"{""head"": ""Elon Musk"", ""relation"": ""sold"", ""tail"": ""$40 billion Tesla shares""}"
16-12-2022,"{""head"": ""Elon Musk"", ""relation"": ""acknowledged"", ""tail"": ""overpaid for Twitter""}"
16-12-2022,"{""head"": ""Elon Musk"", ""relation"": ""used"", ""tail"": ""Tesla stock sale to finance Twitter purchase""}"
16-12-2022,"{""head"": ""Twitter"", ""relation"": ""has"", ""tail"": ""heavy debt burden""}"
16-12-2022,"{""head"": ""Twitter"", ""relation"": ""caused"", ""tail"": ""57% drop in Tesla stock price""}"
17-12-2022,"{""head"": ""Tesla"", ""relation"": ""stock price decline"", ""tail"": ""16%""}"
17-12-2022,"{""head"": ""Tesla"", ""relation"": ""stock price decline period"", ""tail"": ""worst week since 2020""}"
17-12-2022,"{""head"": ""Tesla"", ""relation"": ""stock price decline reason"", ""tail"": ""sell-off by Elon Musk""}"
17-12-2022,"{""head"": ""Elon Musk"", ""relation"": ""controversial actions"", ""tail"": ""stirred up more controversy""}"
17-12-2022,"{""head"": ""Tesla"", ""relation"": ""stock price decline impact"", ""tail"": ""sending company's shares plunging""}"
18-12-2022,"{""head"": ""Tesla stock"", ""relation"": ""plunged to fresh bear market lows"", ""tail"": ""None""}"
18-12-2022,"{""head"": ""Tesla stock"", ""relation"": ""big loser"", ""tail"": ""None""}"
18-12-2022,"{""head"": ""Tesla stock"", ""relation"": ""plunging 16.1% to 150.23"", ""tail"": ""None""}"
18-12-2022,"{""head"": ""Tesla stock"", ""relation"": ""worst weekly decline since COVID crash in March 2020"", ""tail"": ""None""}"
18-12-2022,"{""head"": ""Tesla stock"", ""relation"": ""weighing on shares due to China demand concerns, Elon Musk's latest TSLA stock sales and  Musk's Twitter focus"", ""tail"": ""None""}"
19-12-2022,"{""head"": ""General Motors Co"", ""relation"": ""eligible for EV tax credits on Jan. 1"", ""tail"": ""again""}"
19-12-2022,"{""head"": ""Tesla Inc"", ""relation"": ""eligible for EV tax credits on Jan. 1"", ""tail"": ""again""}"
19-12-2022,"{""head"": ""Congress"", ""relation"": ""lifted the per-manufacturer cap on EV tax incentives"", ""tail"": ""in August""}"
19-12-2022,"{""head"": ""Senator Elizabeth Warren"", ""relation"": ""Tesla investor"", ""tail"": ""turn up heat over  Musk's Twitter role""}"
19-12-2022,"{""head"": ""Elon Musk"", ""relation"": ""funneling Tesla resources into Twitter"", ""tail"": ""she said in a letter to Tesla's board chair, Robyn Denholm""}"
20-12-2022,"{""head"": ""Tesla Stock"", ""relation"": ""dropped"", ""tail"": ""8.1%""}"
20-12-2022,"{""head"": ""Tesla"", ""relation"": ""fell"", ""tail"": ""new two-year low""}"
20-12-2022,"{""head"": ""Tesla"", ""relation"": ""had"", ""tail"": ""worst performance""}"
20-12-2022,"{""head"": ""Tesla Stock"", ""relation"": ""plunged"", ""tail"": ""since August 2020""}"
20-12-2022,"{""head"": ""Tesla"", ""relation"": ""damaged"", ""tail"": ""brand""}"
21-12-2022,"{""head"": ""Tesla Inc."", ""relation"": ""nickel-supply deal"", ""tail"": ""mining giant""}"
21-12-2022,"{""head"": ""Tesla Inc."", ""relation"": ""layoff"", ""tail"": ""first quarter""}"
21-12-2022,"{""head"": ""Tesla Inc."", ""relation"": ""hiring freeze"", ""tail"": ""Electrek""}"
21-12-2022,"{""head"": ""Tesla Inc."", ""relation"": ""stock-performance"", ""tail"": ""-65%""}"
21-12-2022,"{""head"": ""Elon Musk"", ""relation"": ""Twitter acquisition"", ""tail"": ""poor""}"
22-12-2022,"{""head"": ""Tesla Inc."", ""relation"": ""decision on share buyback influenced by"", ""tail"": ""severity of economic downturn""}"
22-12-2022,"{""head"": ""Tesla"", ""relation"": ""share price fell by"", ""tail"": ""8.9%""}"
22-12-2022,"{""head"": ""Tesla"", ""relation"": ""increased discount on some models"", ""tail"": ""weakening demand""}"
22-12-2022,"{""head"": ""Cathie Wood"", ""relation"": ""expects Tesla share price to reach"", ""tail"": ""$1,500 by 2027""}"
22-12-2022,"{""head"": ""Tesla"", ""relation"": ""share price represents"", ""tail"": ""more than half of traditional benchmarks and global public equity markets""}"
23-12-2022,"{""head"": ""Elon Musk"", ""relation"": ""lost wealth"", ""tail"": ""Tesla Inc. shares declined sharply""}"
23-12-2022,"{""head"": ""Tesla stock"", ""relation"": ""declined"", ""tail"": ""18% this week""}"
23-12-2022,"{""head"": ""Elon Musk"", ""relation"": ""borrowed"", ""tail"": ""money to support Twitter Inc investment""}"
23-12-2022,"{""head"": ""Tesla stock"", ""relation"": ""plummeted"", ""tail"": ""70% from November 2021 peak""}"
23-12-2022,"{""head"": ""Tesla stock"", ""relation"": ""lowest point"", ""tail"": ""25 month low""}"
24-12-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""shareholder"", ""tail"": ""Cathie Wood""}"
24-12-2022,"{""head"": ""Cathie Wood"", ""relation"": ""bought"", ""tail"": ""9,952 Tesla shares on December 21, 2022""}"
24-12-2022,"{""head"": ""Elon Musk"", ""relation"": ""CEO"", ""tail"": ""Tesla, Inc.""}"
24-12-2022,"{""head"": ""Elon Musk"", ""relation"": ""borrowed"", ""tail"": ""US$13 billion to purchase Twitter Inc.""}"
24-12-2022,"{""head"": ""Bloomberg News"", ""relation"": ""reported"", ""tail"": "" Musk's bankers are considering replacing some of the high-interest debt on Twitter with margin loans backed by Tesla stock""}"
25-12-2022,"{""head"": ""Tesla"", ""relation"": ""stock price fall"", ""tail"": ""18%""}"
25-12-2022,"{""head"": ""Tesla"", ""relation"": ""stock price fall"", ""tail"": ""16.1%""}"
25-12-2022,"{""head"": ""Tesla"", ""relation"": ""stock price fall"", ""tail"": ""70%""}"
25-12-2022,"{""head"": ""Tesla"", ""relation"": ""production halt"", ""tail"": ""Shanghai""}"
25-12-2022,"{""head"": ""Tesla"", ""relation"": ""stock price fall"", ""tail"": ""competition from Nio""}"
26-12-2022,"{""head"": ""Tesla"", ""relation"": ""suspended production at"", ""tail"": ""Shanghai Plant""}"
26-12-2022,"{""head"": ""Tesla"", ""relation"": ""supplier split off from"", ""tail"": ""LG Chem Ltd.""}"
26-12-2022,"{""head"": ""Tesla supplier"", ""relation"": ""climbed 53%"", ""tail"": ""since January debut""}"
26-12-2022,"{""head"": ""Tesla supplier"", ""relation"": ""become No. 2 weighted stock"", ""tail"": ""in Kospi""}"
26-12-2022,"{""head"": ""global race"", ""relation"": ""increase arms spending"", ""tail"": ""export windfall for Korean defense firms""}"
27-12-2022,"{""head"": ""Tesla Inc"", ""relation"": ""share price"", ""tail"": ""11.4% drop""}"
27-12-2022,"{""head"": ""Tesla Inc"", ""relation"": ""production details"", ""tail"": ""reduced production plan""}"
27-12-2022,"{""head"": ""Tesla Inc"", ""relation"": ""price of used cars"", ""tail"": ""faster rate of fall compared to other carmakers""}"
27-12-2022,"{""head"": ""Tesla Inc"", ""relation"": ""share price"", ""tail"": ""impacted by ‘perfect storm’ of high-interest rates, tax loss selling, and share sales""}"
27-12-2022,"{""head"": ""Tesla Inc"", ""relation"": ""share price"", ""tail"": ""worst day in eight months""}"
28-12-2022,"{""head"": ""Tesla"", ""relation"": ""SharePriceFell"", ""tail"": ""70%""}"
28-12-2022,"{""head"": ""Tesla"", ""relation"": ""ExpectedDeliveries"", ""tail"": ""442,452""}"
28-12-2022,"{""head"": ""MorganStanley"", ""relation"": ""CutPriceTarget"", ""tail"": ""$330 to $250""}"
28-12-2022,"{""head"": ""CaliforniaLaw"", ""relation"": ""ProhibitsDeceptiveMarketing"", ""tail"": ""FullySelfDrivingVehicles""}"
28-12-2022,"{""head"": ""ElonMusk"", ""relation"": ""Believes"", ""tail"": ""TeslaMostValuableCompanyOnEarth""}"
29-12-2022,"{""head"": ""Tesla Inc."", ""relation"": ""qualified for incentives"", ""tail"": ""again""}"
29-12-2022,"{""head"": ""Tesla Inc."", ""relation"": ""rebounded"", ""tail"": ""in the electric vehicle space""}"
29-12-2022,"{""head"": ""Tesla TSLA"", ""relation"": ""gained"", ""tail"": ""+265 points, +2.60%""}"
29-12-2022,"{""head"": ""Tesla, Inc. (TSLA)"", ""relation"": ""down more than"", ""tail"": ""-65% year to date""}"
29-12-2022,"{""head"": ""Tesla, Inc. (TSLA)"", ""relation"": ""lost"", ""tail"": ""over -$100 billion in value""}"
30-12-2022,"{""head"": ""Tesla"", ""relation"": ""expected to release fourth-quarter EV production and delivery figures"", ""tail"": ""Jan. 2""}"
30-12-2022,"{""head"": ""Tesla"", ""relation"": ""offered big year-end incentives"", ""tail"": ""boost sales""}"
30-12-2022,"{""head"": ""Tesla"", ""relation"": ""may need significant new price cuts"", ""tail"": ""China""}"
30-12-2022,"{""head"": ""China"", ""relation"": ""ending EV subsidies"", ""tail"": ""None""}"
30-12-2022,"{""head"": ""Several countries"", ""relation"": ""cutting or ending EV subsidies"", ""tail"": ""Europe""}"
31-12-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""share price movement"", ""tail"": ""plunged to two year low""}"
31-12-2022,"{""head"": ""Cathie Wood's Ark Invest"", ""relation"": ""action"", ""tail"": ""continued to buy Tesla shares""}"
31-12-2022,"{""head"": ""Ark Innovation ETF (NYSE:ARKK)"", ""relation"": ""transaction"", ""tail"": ""bought 221,748 Tesla shares for $21.32 million""}"
31-12-2022,"{""head"": ""Analysts"", ""relation"": ""expectation"", ""tail"": ""Tesla's weakness will continue due to China demand issues and Elon  Musk's Twitter focus""}"
31-12-2022,"{""head"": ""Tesla, Inc."", ""relation"": ""share price movement"", ""tail"": ""closed up 1.12% at $123.18 on Friday""}"
01-01-2023,"{""head"": ""Tesla"", ""relation"": ""hasReducedProductionSchedule"", ""tail"": ""January""}"
01-01-2023,"{""head"": ""Tesla"", ""relation"": ""stockPricesWereDown"", ""tail"": ""2022""}"
01-01-2023,"{""head"": ""Tesla"", ""relation"": ""hadConsensusDeliveryEstimates"", ""tail"": ""425,000Units""}"
01-01-2023,"{""head"": ""TeslaStock"", ""relation"": ""isCurrentlyTrading"", ""tail"": ""22TimesEstimatedEarnings""}"
01-01-2023,"{""head"": ""Tesla"", ""relation"": ""hasProjectedDeliveryGrowthOf"", ""tail"": ""40%""}"
02-01-2023,"{""head"": ""Tesla"", ""relation"": ""produced"", ""tail"": ""439,701 cars""}"
02-01-2023,"{""head"": ""Tesla"", ""relation"": ""delivered"", ""tail"": ""388,131 Model 3 compact sedans and Model Y sports utility vehicles (SUVs)""}"
02-01-2023,"{""head"": ""Tesla"", ""relation"": ""produced"", ""tail"": ""17,147 Model X and Model S luxury cars""}"
02-01-2023,"{""head"": ""Tesla"", ""relation"": ""missed"", ""tail"": ""Wall Street estimates""}"
02-01-2023,"{""head"": ""Tesla"", ""relation"": ""lowered"", ""tail"": ""production schedule""}"
03-01-2023,"{""head"": ""Tesla Inc"", ""relation"": ""tanked"", ""tail"": ""12.4%""}"
03-01-2023,"{""head"": ""Tesla Inc"", ""relation"": ""tumbled"", ""tail"": ""levels not seen since 2020""}"
03-01-2023,"{""head"": ""Tesla Inc"", ""relation"": ""dropped"", ""tail"": ""the most since 2020""}"
03-01-2023,"{""head"": ""Apple Inc"", ""relation"": ""fell"", ""tail"": ""3.7%""}"
03-01-2023,"{""head"": ""Apple Inc"", ""relation"": ""closed"", ""tail"": ""18-month low""}"
05-01-2023,"{""head"": ""Stellantis NV"", ""relation"": ""unveiled"", ""tail"": ""prototype of an electric Ram pickup""}"
05-01-2023,"{""head"": ""Stellantis NV"", ""relation"": ""catching up with"", ""tail"": ""Tesla""}"
05-01-2023,"{""head"": ""Stellantis NV"", ""relation"": ""physical representations of strategy"", ""tail"": ""Ram prototype""}"
05-01-2023,"{""head"": ""Tesla Inc"", ""relation"": ""delayed"", ""tail"": ""Cybertruck""}"
05-01-2023,"{""head"": ""Tesla Inc"", ""relation"": ""ended down"", ""tail"": ""2.9%""}"
06-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""recently boosted incentives"", ""tail"": ""to keep up with cooling demand in largest EV market""}"
06-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""slashed prices"", ""tail"": ""to keep up with cooling demand in largest EV market""}"
06-01-2023,"{""head"": ""Qualcomm Inc.,"", ""relation"": ""recently boosted incentives"", ""tail"": ""to keep up with cooling demand in largest EV market""}"
06-01-2023,"{""head"": ""Qualcomm Inc.,"", ""relation"": ""slashed prices"", ""tail"": ""to keep up with cooling demand in largest EV market""}"
06-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""rapidly bypassed recent bearish target"", ""tail"": ""to drop towards the $100 region with intent""}"
07-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""requested"", ""tail"": ""Tesla shareholder fraud trial be moved out of San Francisco""}"
07-01-2023,"{""head"": ""Tesla shareholder fraud trial"", ""relation"": ""original venue"", ""tail"": ""San Francisco""}"
07-01-2023,"{""head"": ""Tesla shareholder fraud trial"", ""relation"": ""requested venue"", ""tail"": ""western Texas""}"
07-01-2023,"{""head"": ""Tesla"", ""relation"": ""headquarters"", ""tail"": ""Austin, Texas""}"
07-01-2023,"{""head"": "" Musk's defense"", ""relation"": ""reason for venue change"", ""tail"": ""juror bias due to Twitter layoffs and local negativity""}"
08-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""Lost a third of the S&P 500 decline"", ""tail"": ""December to Thursday""}"
08-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""Grappling with"", ""tail"": ""Falling sales in China""}"
08-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""Responsible for"", ""tail"": ""88% of the S&P 500’s drop on the first trading day of 2023""}"
08-01-2023,"{""head"": ""Tesla Inc. software engineer"", ""relation"": ""Earns"", ""tail"": ""$83,200 to $417,600""}"
08-01-2023,"{""head"": ""Tesla"", ""relation"": ""Cut prices"", ""tail"": ""In response to weaker-than-expected sales in China""}"
09-01-2023,"{""head"": ""Tesla Inc"", ""relation"": ""increase in stock price"", ""tail"": ""5.9%""}"
09-01-2023,"{""head"": ""Tesla Inc"", ""relation"": ""increased demand"", ""tail"": ""due to longer waiting times for Model Y in China""}"
09-01-2023,"{""head"": ""Tesla Inc"", ""relation"": ""tech sector"", ""tail"": ""rebounding""}"
09-01-2023,"{""head"": ""Amazon.com Inc"", ""relation"": ""increase in stock price"", ""tail"": ""1.5%""}"
09-01-2023,"{""head"": ""Microsoft Corporation"", ""relation"": ""increase in stock price"", ""tail"": ""1%""}"
10-01-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""closed at"", ""tail"": ""$118.85""}"
10-01-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""lagged behind"", ""tail"": ""S&P 500s daily gain of 0.7%""}"
10-01-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""has lost"", ""tail"": ""28.63% in the past month""}"
10-01-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""is projected to report earnings of"", ""tail"": ""$1.14 per share on January 25, 2023""}"
10-01-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""has a Zacks Rank of"", ""tail"": ""#4 (Sell)""}"
11-01-2023,"{""head"": ""Tesla"", ""relation"": ""stock performance in 2022"", ""tail"": ""lost more than 65%""}"
11-01-2023,"{""head"": ""Tesla"", ""relation"": ""Q4 deliveries"", ""tail"": ""405,000 EVs""}"
11-01-2023,"{""head"": ""Tesla"", ""relation"": ""earnings forecast for FY22"", ""tail"": ""climb 77%""}"
11-01-2023,"{""head"": ""Tesla"", ""relation"": ""earnings forecast for FY23"", ""tail"": ""climb 22%""}"
11-01-2023,"{""head"": ""Tesla"", ""relation"": ""forward price-to-sales ratio"", ""tail"": ""3.4X""}"
12-01-2023,"{""head"": ""Tesla"", ""relation"": ""has direct sales model"", ""tail"": ""True""}"
12-01-2023,"{""head"": ""Tesla"", ""relation"": ""fell short of customer delivery target"", ""tail"": ""True""}"
12-01-2023,"{""head"": ""Tesla"", ""relation"": ""delayed plans to expand Shanghai factory"", ""tail"": ""True""}"
12-01-2023,"{""head"": ""Rivian"", ""relation"": ""narrowly missed production target"", ""tail"": ""25,000""}"
12-01-2023,"{""head"": ""Bed Bath & Beyond"", ""relation"": ""had a 50% share price increase"", ""tail"": ""True""}"
13-01-2023,"{""head"": ""Tesla"", ""relation"": ""cut prices"", ""tail"": ""boost demand""}"
13-01-2023,"{""head"": ""Tesla"", ""relation"": ""cut price of Model 3"", ""tail"": ""by 6%""}"
13-01-2023,"{""head"": ""Tesla"", ""relation"": ""stock price"", ""tail"": ""tumbled more than 65%""}"
13-01-2023,"{""head"": ""Tesla"", ""relation"": ""order backlog"", ""tail"": ""may have been depleted""}"
13-01-2023,"{""head"": ""Tesla"", ""relation"": ""short delivery times"", ""tail"": ""once were months long""}"
14-01-2023,"{""head"": ""Tesla"", ""relation"": ""cuts prices on certain models by nearly 20%"", ""tail"": ""to attract new buyers amid concerns of decreasing demand""}"
14-01-2023,"{""head"": ""Tesla owners"", ""relation"": ""express frustration and betrayal"", ""tail"": ""due to unexpected price cuts, leading to financial losses""}"
14-01-2023,"{""head"": ""Tesla Model Y"", ""relation"": ""price reduced by almost 20%"", ""tail"": ""to $52,990""}"
14-01-2023,"{""head"": ""Price cuts"", ""relation"": ""make it possible for buyers"", ""tail"": ""to qualify for $7,500 U.S. government tax credit""}"
14-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""CEO of Tesla"", ""tail"": ""smiles while addressing guests at a meeting amidst price cut controversy""}"
15-01-2023,"{""head"": ""Tesla"", ""relation"": ""cut prices"", ""tail"": ""in the U.S. and Europe""}"
15-01-2023,"{""head"": ""Tesla"", ""relation"": ""faces a painful transition"", ""tail"": ""as investors increasingly view Tesla as an automaker, not a tech company""}"
15-01-2023,"{""head"": ""Tesla"", ""relation"": ""stock downshifts"", ""tail"": ""to Auto""}"
15-01-2023,"{""head"": ""Tesla"", ""relation"": ""prized margins"", ""tail"": ""are likely to take a hit""}"
15-01-2023,"{""head"": ""Tesla"", ""relation"": ""needs a big boost"", ""tail"": ""in new demand to maintain the current delivery pace in 2023""}"
16-01-2023,"{""head"": ""Tesla Inc"", ""relation"": ""cut prices"", ""tail"": ""China""}"
16-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""headed to court"", ""tail"": ""securities-fraud trial""}"
16-01-2023,"{""head"": ""Tesla Inc"", ""relation"": ""private"", ""tail"": ""2018""}"
16-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""tweets"", ""tail"": ""taking Tesla Inc.""}"
16-01-2023,"{""head"": ""Volkswagen"", ""relation"": ""sales declined"", ""tail"": ""China""}"
17-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""CEO"", ""tail"": ""Tesla Inc""}"
17-01-2023,"{""head"": ""Tesla Inc"", ""relation"": ""lawsuit"", ""tail"": ""2018 tweets""}"
17-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""tweeted"", ""tail"": ""funding secured to take Tesla private at $420 per share""}"
17-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""known for"", ""tail"": ""unpredictable behavior""}"
17-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""stated dream"", ""tail"": ""colonizing Mars""}"
18-01-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""stock price change YTD"", ""tail"": ""up almost 20%""}"
18-01-2023,"{""head"": ""Nvidia Corporation"", ""relation"": ""stock price change YTD"", ""tail"": ""up 22%""}"
18-01-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""stock price change post earnings"", ""tail"": ""lost 2.1% to 128.78""}"
18-01-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""stock price low"", ""tail"": ""101.81 on Jan. 6""}"
18-01-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""stock resistance level"", ""tail"": ""136.66 on Wednesday morning""}"
19-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""is facing"", ""tail"": ""a securities fraud trial""}"
19-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""lost"", ""tail"": ""30% of global oil demand""}"
19-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""is pressuring"", ""tail"": ""other automakers""}"
19-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""has helped"", ""tail"": ""lead to investors losing millions of dollars""}"
19-01-2023,"{""head"": ""Cathie Wood"", ""relation"": ""predicts"", ""tail"": ""the rally in energy stocks will soon end""}"
20-01-2023,"{""head"": ""Tesla"", ""relation"": ""Earnings date"", ""tail"": ""January 25th, 2023""}"
20-01-2023,"{""head"": ""Tesla"", ""relation"": ""Decreased stock price"", ""tail"": ""Declining demand""}"
20-01-2023,"{""head"": ""Tesla"", ""relation"": ""Decreased stock price"", ""tail"": ""Macroeconomic pressures""}"
20-01-2023,"{""head"": ""Tesla"", ""relation"": ""Decreased stock price"", ""tail"": ""Elon Musk's role at Twitter""}"
20-01-2023,"{""head"": ""Tesla"", ""relation"": ""Decreased stock price"", ""tail"": ""Elon Musk's stock sales""}"
21-01-2023,"{""head"": ""Tesla"", ""relation"": ""negative retained earnings 2017"", ""tail"": ""$4,974,299,000""}"
21-01-2023,"{""head"": ""Tesla"", ""relation"": ""current ratio"", ""tail"": ""0.86""}"
21-01-2023,"{""head"": ""Tesla"", ""relation"": ""current assets"", ""tail"": ""$6,570,520,000""}"
21-01-2023,"{""head"": ""Tesla"", ""relation"": ""current liabilities"", ""tail"": ""$7,674,670""}"
21-01-2023,"{""head"": ""Tesla"", ""relation"": ""topics of this week"", ""tail"": ""effects of price cuts, growth in the energy market, and electric vehicles news""}"
22-01-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""downgraded"", ""tail"": ""Guggenheim""}"
22-01-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""vehicle deliveries"", ""tail"": ""below guidance""}"
22-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""sold"", ""tail"": ""$40 billion in Tesla stock""}"
22-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""stated"", ""tail"": ""no plans to sell more shares""}"
22-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""questioned"", ""tail"": ""crucial information about slowing sales when unloaded shares""}"
23-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""claimed he secured funding from"", ""tail"": ""Saudi investors""}"
23-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""could have used stake in"", ""tail"": ""SpaceX to fund taking Tesla private""}"
23-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""chose not to take Tesla private due to"", ""tail"": ""lack of support from some investors""}"
23-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""defending against claims of defrauding investors by tweeting on"", ""tail"": ""Aug. 7, 2018""}"
23-01-2023,"{""head"": ""Yasir Al-Rumayyan"", ""relation"": ""backpedaled on commitment to take Tesla private"", ""tail"": ""None""}"
24-01-2023,"{""head"": ""Tesla Inc"", ""relation"": ""invests"", ""tail"": ""3.6 billion""}"
24-01-2023,"{""head"": ""Tesla Inc"", ""relation"": ""plans to expand"", ""tail"": ""Nevada manufacturing complex""}"
24-01-2023,"{""head"": ""Tesla Inc"", ""relation"": ""will mass produce"", ""tail"": ""Semi electric truck""}"
24-01-2023,"{""head"": ""PepsiCo"", ""relation"": ""plans to roll out"", ""tail"": ""100 Semis""}"
24-01-2023,"{""head"": ""Tesla Inc"", ""relation"": ""produced"", ""tail"": ""100 Semis""}"
25-01-2023,"{""head"": ""Tesla"", ""relation"": ""has production target"", ""tail"": ""1.8 million units""}"
25-01-2023,"{""head"": ""Tesla"", ""relation"": ""has cost advantage"", ""tail"": ""other EV makers""}"
25-01-2023,"{""head"": ""Tesla"", ""relation"": ""stock price decline"", ""tail"": ""35%""}"
25-01-2023,"{""head"": ""Tesla"", ""relation"": ""has new plants"", ""tail"": ""Austin, Texas and Berlin, Germany""}"
25-01-2023,"{""head"": ""Tesla"", ""relation"": ""reduced prices"", ""tail"": ""20%""}"
26-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""soared by"", ""tail"": ""10.97%""}"
26-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""earnings"", ""tail"": ""beat estimates""}"
26-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""revenue"", ""tail"": ""record high""}"
26-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""outlook"", ""tail"": ""optimistic""}"
26-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""demand"", ""tail"": ""vehicles up""}"
27-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""is CEO of"", ""tail"": ""Tesla""}"
27-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""is Technoking of"", ""tail"": ""Tesla""}"
27-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""is a defendant in"", ""tail"": ""taking Tesla private at 420 trial""}"
27-01-2023,"{""head"": ""taking Tesla private at 420 trial"", ""relation"": ""is a"", ""tail"": ""securities fraud class action trial""}"
27-01-2023,"{""head"": ""Tesla"", ""relation"": ""originally planned to"", ""tail"": ""go private at $420 per share""}"
28-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""voiced concerns about"", ""tail"": ""Federal Reserve increasing interest rate""}"
28-01-2023,"{""head"": ""Elon Musk"", ""relation"": ""warned"", ""tail"": ""interest rate increase could crush stock market""}"
28-01-2023,"{""head"": ""Federal Reserve"", ""relation"": ""increased rates"", ""tail"": ""425 basis-point""}"
28-01-2023,"{""head"": ""Federal Reserve"", ""relation"": ""reduced interest rates"", ""tail"": ""0-0.25%""}"
28-01-2023,"{""head"": ""Hedgeye CEO Keith McCullough"", ""relation"": ""predicts"", ""tail"": ""Tesla stock will slide further""}"
29-01-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""surged"", ""tail"": ""33% last week""}"
29-01-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""stock"", ""tail"": ""has erupted for a 75% gain since its Jan. 6 bear-market low of 101.84""}"
29-01-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""stock"", ""tail"": ""earnings slightly beat lowered analyst views""}"
29-01-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""Shanghai"", ""tail"": ""was closed this past week for the Chinese New Year holiday""}"
29-01-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""stock"", ""tail"": ""is a major holding across Ark Invests ETFs, with Cathie Woods Ark loading up on shares in recent months""}"
30-01-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""price cut"", ""tail"": ""Hunger Games-style price war""}"
30-01-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""price drop"", ""tail"": ""6%""}"
30-01-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""winning streak broken"", ""tail"": ""six-session""}"
30-01-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""quarterly report"", ""tail"": ""received""}"
30-01-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""decline"", ""tail"": ""weighed by Nasdaq""}"
31-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""inked a pact to supply"", ""tail"": ""Piedmont Lithium Inc""}"
31-01-2023,"{""head"": ""Tesla Inc."", ""relation"": ""filed its 10-K annual report"", ""tail"": ""Securities and Exchange Commission (SEC)""}"
31-01-2023,"{""head"": ""Tesla Stock"", ""relation"": ""accelerated in 2023"", ""tail"": ""Tuesday""}"
31-01-2023,"{""head"": ""Tesla Stock"", ""relation"": ""continued bull run"", ""tail"": ""Tuesday""}"
31-01-2023,"{""head"": ""Tesla shares"", ""relation"": ""rose 4%"", ""tail"": ""Tuesday""}"
01-02-2023,"{""head"": ""Elon Musk"", ""relation"": ""considered taking Tesla Inc. private in"", ""tail"": ""2016""}"
